player_id,team,position,ht_wt,birthdate,college,draft_info,status,experience,birthplace
4396907,Cleveland Cavaliers,Point Guard,"6' 1"", 192 lbs",1/26/2000 (23),Vanderbilt,"2019: Rd 1, Pk 5 (CLE)",Active,3rd Season,"Gary, IN"
4432639,Houston Rockets,Power Forward,"6' 11"", 220 lbs",5/13/2003 (20),Auburn,"2022: Rd 1, Pk 3 (HOU)",Active,Rookie,"Fayetteville, GA"
2993874,Minnesota Timberwolves,Small Forward,"6' 9"", 230 lbs",9/20/1993 (29),UCLA,"2014: Rd 1, Pk 30 (SA)",Game Time Decision,8th Season,"Fairview, NJ"
2527963,Miami Heat,Shooting Guard,"6' 4"", 213 lbs",5/4/1992 (31),Indiana,"2013: Rd 1, Pk 2 (ORL)",Game Time Decision,9th Season,"Silver Spring, MD"
2451037,Indiana Pacers,Center,"6' 8"", 245 lbs",4/4/1992 (31),,,Active,5th Season,"Salzgitter, Germany"
4432816,Charlotte Hornets,Point Guard,"6' 7"", 180 lbs",8/22/2001 (21),,"2020: Rd 1, Pk 3 (CHA)",Game Time Decision,2nd Season,"Chino Hills, CA"
4278067,Brooklyn Nets,Center,"6' 11"", 215 lbs",4/17/1999 (24),Georgia,"2019: Rd 2, Pk 31 (BKN)",Active,3rd Season,"Greenville, SC"
3135045,Milwaukee Bucks,Shooting Guard,"6' 4"", 198 lbs",10/8/1995 (27),Duke,"2018: Rd 1, Pk 21 (UTAH)",Active,4th Season,"Jacksonville, FL"
2326307,Dallas Mavericks,Shooting Guard,"6' 1"", 185 lbs",8/23/1990 (32),Duke,,Active,8th Season,"Charlotte, NC"
4432158,Cleveland Cavaliers,Power Forward,"6' 11"", 215 lbs",6/18/2001 (22),USC,"2021: Rd 1, Pk 3 (CLE)",Active,1st Season,"Murrieta, CA"
3134903,Golden State Warriors,Shooting Guard,"6' 2"", 195 lbs",12/1/1992 (30),Oregon St,,Active,6th Season,"Las Vegas, NV"
4066436,Philadelphia 76ers,Shooting Guard,"6' 2"", 200 lbs",5/28/1998 (25),USC,"2018: Rd 2, Pk 46 (HOU)",Active,4th Season,"North Hollywood, CA"
2530530,Indiana Pacers,Point Guard,"6' 1"", 190 lbs",3/25/1992 (31),Arizona,,Active,7th Season,"Pittsburgh, PA"
4594327,Sacramento Kings,Small Forward,"6' 8"", 215 lbs",8/19/2000 (22),Iowa,"2022: Rd 1, Pk 4 (SAC)",Active,Rookie,"Cedar Rapids, IA"
3244,Toronto Raptors,Power Forward,"6' 8"", 235 lbs",6/21/1988 (35),Georgia Tech,"2007: Rd 1, Pk 12 (PHI)",Active,15th Season,"New Orleans, LA"
2990962,Los Angeles Lakers,Power Forward,"6' 6"", 218 lbs",3/22/1994 (29),Baylor,"2016: Rd 1, Pk 12 (UTAH)",Active,6th Season,"San Marcos, TX"
3155535,Golden State Warriors,Forward,"6' 9"", 222 lbs",2/6/1996 (27),UCLA,"2015: Rd 1, Pk 30 (GS)",Active,7th Season,"Milwaukee, WI"
4222252,New York Knicks,Center,"7' 0"", 250 lbs",5/5/1998 (25),,"2017: Rd 2, Pk 43 (HOU)",Active,3rd Season,"Eugene, OR"
3064447,Washington Wizards,Shooting Guard,"6' 5"", 185 lbs",4/26/1992 (31),Utah,"2015: Rd 1, Pk 20 (TOR)",Active,7th Season,"Los Angeles, CA"
4431687,Chicago Bulls,Power Forward,"6' 7"", 215 lbs",8/26/2001 (21),Florida St,"2020: Rd 1, Pk 4 (CHI)",Active,2nd Season,"Charlotte, NC"
4433134,Toronto Raptors,Small Forward,"6' 8"", 225 lbs",8/1/2001 (21),Florida St,"2021: Rd 1, Pk 4 (TOR)",Active,1st Season,"West Palm Beach, FL"
3893016,Cleveland Cavaliers,Small Forward,"6' 7"", 230 lbs",4/8/1995 (28),,"2015: Rd 2, Pk 31 (MIN)",Active,5th Season,"Ohrid, Macedonia"
4395651,Chicago Bulls,Point Guard,"6' 5"", 195 lbs",2/16/2000 (23),North Carolina,"2019: Rd 1, Pk 7 (CHI)",Active,3rd Season,"Goldsboro, NC"
2968439,,Center,,12/9/1986,Washington St,,,,"Gisborne, New Zealand"
4066650,San Antonio Spurs,Power Forward,"6' 11"", 250 lbs",11/19/1997 (25),Gonzaga,"2017: Rd 1, Pk 10 (SAC)",Game Time Decision,4th Season,"Las Vegas, NV"
4433218,Detroit Pistons,Point Guard,"6' 4"", 195 lbs",2/13/2002 (21),Purdue,"2022: Rd 1, Pk 5 (DET)",Active,1st Season,"South Bend, IN"
3136777,Houston Rockets,Small Forward,"6' 5"", 230 lbs",10/28/1995 (27),Ohio State,,Game Time Decision,2nd Season,"Pickerington, OH"
4432822,Cleveland Cavaliers,Small Forward,"6' 5"", 225 lbs",1/26/2001 (22),Auburn,"2020: Rd 1, Pk 5 (CLE)",Active,2nd Season,"Powder Springs, GA"
3138161,Charlotte Hornets,Small Forward,"6' 6"", 205 lbs",9/28/1995 (27),Nevada,"2019: Rd 2, Pk 36 (CHA)",Game Time Decision,3rd Season,"Mocksville, NC"
4432165,Orlando Magic,Shooting Guard,"6' 5"", 205 lbs",6/3/2001 (22),Gonzaga,"2021: Rd 1, Pk 5 (ORL)",Active,1st Season,"Saint Paul, MN"
4397077,New Orleans Pelicans,Center,"7' 0"", 220 lbs",5/23/2000 (23),Texas,"2019: Rd 1, Pk 8 (ATL)",Active,3rd Season,"Norman, OK"
2578240,San Antonio Spurs,Center,"6' 8"", 233 lbs",9/28/1992 (30),UNLV,,Active,5th Season,"Montreal, PQ"
4683634,Indiana Pacers,Shooting Guard,"6' 5"", 210 lbs",6/19/2002 (21),Arizona,"2022: Rd 1, Pk 6 (IND)",Active,Rookie,"Montreal, PQ"
3428,Washington Wizards,Power Forward,"6' 10"", 236 lbs",8/8/1988 (34),,"2008: Rd 1, Pk 6 (NY)",Game Time Decision,13th Season,"Sant'Angelo Lodigiano, Italy"
4004,Brooklyn Nets,Point Guard,"6' 0"", 180 lbs",8/11/1988 (34),Saint Mary's,"2009: Rd 2, Pk 55 (POR)",Active,13th Season,"Canberra, ACT"
2968436,Orlando Magic,Shooting Guard,"6' 8"", 220 lbs",10/2/1987 (35),,,Active,8th Season,"Adelaide, SA"
3138160,Miami Heat,Small Forward,"6' 5"", 205 lbs",9/28/1995 (27),Nevada,,Active,3rd Season,"Mocksville, NC"
4277890,Los Angeles Lakers,Guard,"6' 4"", 204 lbs",12/14/1998 (24),Miami,"2018: Rd 1, Pk 18 (SA)",Active,4th Season,"Reading, PA"
4237,,Point Guard,,9/6/1990,Kentucky,"2010: Rd 1, Pk 1 (WSH)",,,"Raleigh, NC"
4065670,Indiana Pacers,Small Forward,"6' 4"", 202 lbs",8/15/1996 (26),Miami,"2018: Rd 2, Pk 42 (DET)",Active,4th Season,"Boston, MA"
4431680,Atlanta Hawks,Power Forward,"6' 9"", 240 lbs",12/11/2000 (22),USC,"2020: Rd 1, Pk 6 (ATL)",Active,2nd Season,"Chino, CA"
4277928,,Guard,,2/20/1999,Texas Tech,"2019: Rd 1, Pk 6 (PHX)",,,"Dallas, TX"
4871145,Oklahoma City Thunder,Shooting Guard,"6' 8"", 216 lbs",10/10/2002 (20),,"2021: Rd 1, Pk 6 (OKC)",Active,1st Season,
4066648,Los Angeles Lakers,Power Forward,"6' 8"", 230 lbs",2/8/1998 (25),Gonzaga,"2019: Rd 1, Pk 9 (WSH)",Active,3rd Season,"Toyama, Japan"
3005,Utah Jazz,Small Forward,"6' 8"", 250 lbs",8/17/1986 (36),UConn,"2006: Rd 1, Pk 8 (HOU)",Active,16th Season,"Baltimore, MD"
4914336,Portland Trail Blazers,Shooting Guard,"6' 5"", 200 lbs",5/30/2003 (20),Kentucky,"2022: Rd 1, Pk 7 (POR)",Active,Rookie,"London, ON"
2594922,Toronto Raptors,Small Forward,"6' 8"", 198 lbs",6/3/1993 (30),Georgetown,"2013: Rd 1, Pk 3 (WSH)",Game Time Decision,9th Season,"Saint Louis, MO"
3064230,Phoenix Suns,Point Guard,"6' 1"", 183 lbs",8/8/1994 (28),Murray St,"2015: Rd 1, Pk 14 (OKC)",Active,7th Season,"Bartlett, TN"
4395627,Los Angeles Lakers,Small Forward,"6' 8"", 217 lbs",9/1/1999 (23),Duke,"2019: Rd 1, Pk 10 (ATL)",Active,3rd Season,"Norristown, PA"
3138196,Brooklyn Nets,Small Forward,"6' 8"", 210 lbs",3/3/1996 (27),North Carolina,"2019: Rd 1, Pk 11 (MIN)",Active,3rd Season,"Moon Township, PA"
4011,Cleveland Cavaliers,Point Guard,"6' 2"", 190 lbs",10/21/1990 (32),,"2009: Rd 1, Pk 5 (MIN)",Active,11th Season,"Barcelona, Spain"
4278075,Portland Trail Blazers,Small Forward,"6' 7"", 215 lbs",8/11/1999 (23),Kentucky,"2018: Rd 1, Pk 9 (NY)",Active,4th Season,"Phoenix, AZ"
4278078,Charlotte Hornets,Power Forward,"6' 7"", 230 lbs",8/23/1998 (24),Kentucky,"2019: Rd 1, Pk 12 (CHA)",Game Time Decision,3rd Season,"Louisville, KY"
4433247,Golden State Warriors,Power Forward,"6' 7"", 225 lbs",10/6/2002 (20),,"2021: Rd 1, Pk 7 (GS)",Active,1st Season,"Goma, Democratic Republic of Congo"
2578239,Milwaukee Bucks,Shooting Guard,"6' 5"", 209 lbs",1/6/1993 (30),Notre Dame,"2015: Rd 2, Pk 41 (BKN)",Active,7th Season,"Arlington, MA"
4395725,Miami Heat,Point Guard,"6' 5"", 195 lbs",1/20/2000 (23),Kentucky,"2019: Rd 1, Pk 13 (MIA)",Active,3rd Season,"Milwaukee, WI"
4397008,San Antonio Spurs,Shooting Guard,"6' 5"", 216 lbs",10/25/1999 (23),Indiana,"2019: Rd 1, Pk 14 (BOS)",Active,3rd Season,"New Albany, IN"
4683024,Detroit Pistons,Point Guard,"6' 5"", 195 lbs",7/27/2001 (21),,"2020: Rd 1, Pk 7 (DET)",Active,2nd Season,"Lakeland, FL"
4869342,New Orleans Pelicans,Guard,"6' 7"", 199 lbs",3/17/2003 (20),,"2022: Rd 1, Pk 8 (NO)",Active,Rookie,"Bendigo, VIC"
3452,Dallas Mavericks,Center,"7' 0"", 270 lbs",1/19/1988 (35),Nevada,"2008: Rd 1, Pk 18 (WSH)",Active,14th Season,"Flint, MI"
4278355,New York Knicks,Power Forward,"6' 9"", 220 lbs",3/4/1998 (25),Dayton,"2020: Rd 1, Pk 8 (NY)",Active,2nd Season,"Brooklyn, NY"
4566434,Orlando Magic,Small Forward,"6' 10"", 220 lbs",8/27/2001 (21),Michigan,"2021: Rd 1, Pk 8 (ORL)",Active,1st Season,"Berlin, Germany"
3056247,Washington Wizards,Guard,"6' 3"", 190 lbs",8/3/1995 (27),Oakland,,Active,2nd Season,"Chicago, IL"
4080610,Detroit Pistons,Shooting Guard,"6' 5"", 202 lbs",7/31/1998 (24),Kentucky,"2018: Rd 2, Pk 45 (BKN)",Game Time Decision,4th Season,"Queens, NY"
6446,Detroit Pistons,Point Guard,"6' 3"", 200 lbs",8/20/1991 (31),Texas,"2011: Rd 1, Pk 29 (SA)",Active,11th Season,"Henderson, NV"
2528693,Phoenix Suns,Small Forward,"6' 7"", 221 lbs",12/19/1990 (32),SC Upstate,,Active,5th Season,"Columbia, SC"
4610139,San Antonio Spurs,Forward,"6' 8"", 230 lbs",5/20/2003 (20),Baylor,"2022: Rd 1, Pk 9 (SA)",Active,Rookie,"Milton Keynes, England"
3062744,,Small Forward,,1/14/1993,Cal Poly,,,,"Los Angeles, CA"
4278039,Minnesota Timberwolves,Shooting Guard,"6' 5"", 205 lbs",9/2/1998 (24),Virginia Tech,"2019: Rd 1, Pk 17 (BKN)",Active,3rd Season,"Toronto, ON"
3929325,Philadelphia 76ers,Shooting Guard,"6' 7"", 202 lbs",7/24/1997 (25),,"2016: Rd 1, Pk 26 (PHI)",Active,5th Season,"Bakirkoy, Turkey"
3102528,,Point Guard,,7/13/1995,,"2014: Rd 1, Pk 5 (UTAH)",,,"Melbourne, VIC"
2799,,Shooting Guard,,10/27/1986,,"2005: Rd 2, Pk 45 (PHI)",,,"Memphis, TN"
4683021,Washington Wizards,Small Forward,"6' 9"", 210 lbs",1/3/2001 (22),,"2020: Rd 1, Pk 9 (WSH)",Active,2nd Season,"Tel Aviv, Israel"
4023,New Orleans Pelicans,Small Forward,"6' 6"", 195 lbs",5/8/1986 (37),LSU,,Active,12th Season,"Baton Rouge, LA"
4278053,Sacramento Kings,Point Guard,"6' 0"", 202 lbs",9/5/1998 (24),Baylor,"2021: Rd 1, Pk 9 (SAC)",Active,1st Season,"Hinesville, GA"
4432356,Washington Wizards,Guard,"6' 4"", 195 lbs",2/27/2002 (21),Wisconsin,"2022: Rd 1, Pk 10 (WSH)",Active,Rookie,"La Crosse, WI"
4305,Denver Nuggets,Point Guard,"6' 0"", 175 lbs",7/5/1988 (34),Wake Forest,,Active,12th Season,"Concord, NC"
4397189,Indiana Pacers,Power Forward,"6' 9"", 215 lbs",3/16/2000 (23),Maryland,"2020: Rd 1, Pk 10 (PHX)",Active,2nd Season,"Baltimore, MD"
4433137,Memphis Grizzlies,Forward,"6' 9"", 185 lbs",9/12/2001 (21),Stanford,"2021: Rd 1, Pk 10 (NO)",Active,1st Season,"Lancaster, CA"
4997526,Oklahoma City Thunder,Forward,"6' 9"", 185 lbs",5/21/2003 (20),,"2022: Rd 1, Pk 11 (NY)",Active,Rookie,
6591,,Small Forward,,5/11/1993,St John's,"2012: Rd 1, Pk 15 (PHI)",,,"Queens, NY"
3934673,Golden State Warriors,Shooting Guard,"6' 4"", 203 lbs",1/31/1997 (26),Villanova,"2018: Rd 1, Pk 17 (MIL)",Active,4th Season,"Newark, DE"
3209,Denver Nuggets,Power Forward,"6' 8"", 235 lbs",8/28/1986 (36),Georgetown,"2007: Rd 1, Pk 5 (BOS)",Active,14th Season,"Hyattsville, MD"
4395630,San Antonio Spurs,Shooting Guard,"6' 5"", 200 lbs",8/23/2000 (22),Florida St,"2020: Rd 1, Pk 11 (SA)",Active,2nd Season,"Suwanee, GA"
3907498,Portland Trail Blazers,Shooting Guard,"6' 5"", 201 lbs",3/4/1997 (26),Washington,"2019: Rd 1, Pk 20 (BOS)",Active,3rd Season,"Issaquah, WA"
4278077,Los Angeles Lakers,Power Forward,"6' 8"", 214 lbs",4/3/1999 (24),Kentucky,"2018: Rd 2, Pk 41 (ORL)",Active,4th Season,"Houston, TX"
4431712,Charlotte Hornets,Shooting Guard,"6' 4"", 190 lbs",9/18/2000 (22),UConn,"2021: Rd 1, Pk 11 (CHA)",Active,1st Season,"Brooklyn, NY"
3906665,Memphis Grizzlies,Power Forward,"6' 8"", 215 lbs",9/19/1996 (26),Gonzaga,"2019: Rd 1, Pk 21 (OKC)",Out,3rd Season,"Vancouver, BC"
4593803,Oklahoma City Thunder,Forward,"6' 6"", 195 lbs",4/14/2001 (22),Santa Clara,"2022: Rd 1, Pk 12 (OKC)",Active,Rookie,"Gilbert, AZ"
4066218,Boston Celtics,Power Forward,"6' 6"", 236 lbs",11/30/1998 (24),Tennessee,"2019: Rd 1, Pk 22 (BOS)",Game Time Decision,3rd Season,"Charlotte, NC"
4423545,Phoenix Suns,Power Forward,"6' 9"", 216 lbs",6/12/2000 (23),,"2019: Rd 1, Pk 23 (UTAH)",Active,3rd Season,"Boston, MA"
4065733,Golden State Warriors,Shooting Guard,"6' 5"", 195 lbs",7/8/1997 (25),Virginia,"2019: Rd 1, Pk 24 (PHI)",Active,3rd Season,"New Rochelle, NY"
4396993,Indiana Pacers,Point Guard,"6' 5"", 185 lbs",2/29/2000 (23),Iowa State,"2020: Rd 1, Pk 12 (SAC)",Active,2nd Season,"Oshkosh, WI"
4395652,Portland Trail Blazers,Small Forward,"6' 5"", 220 lbs",2/11/2000 (23),North Carolina,"2019: Rd 1, Pk 25 (POR)",Game Time Decision,2nd Season,"Orange Park, FL"
4702176,,Shooting Guard,,12/24/2002,Alabama,"2021: Rd 1, Pk 12 (SA)",,,"Toronto, ON"
4433621,Detroit Pistons,Center,"6' 11"", 250 lbs",11/18/2003 (19),Memphis,"2022: Rd 1, Pk 13 (CHA)",Active,Rookie,"Sharon Hill, PA"
2991155,Philadelphia 76ers,Small Forward,"6' 6"", 220 lbs",6/7/1993 (30),Texas A&M,,Active,6th Season,"Fresno, TX"
3135047,Portland Trail Blazers,Power Forward,"6' 6"", 222 lbs",3/26/1996 (27),Duke,"2015: Rd 1, Pk 10 (MIA)",Game Time Decision,6th Season,"Houston, TX"
3906786,Cleveland Cavaliers,Shooting Guard,"6' 7"", 196 lbs",9/22/1996 (26),Belmont,"2019: Rd 1, Pk 26 (CLE)",Game Time Decision,2nd Season,"Indianapolis, IN"
3149010,,Small Forward,,4/26/1996,Boise St,"2018: Rd 1, Pk 22 (CHI)",,,"Mission Viejo, CA"
4395698,New Orleans Pelicans,Point Guard,"6' 1"", 170 lbs",4/6/2001 (22),Alabama,"2020: Rd 1, Pk 13 (NO)",Active,2nd Season,"Meridianville, AL"
3919454,Sacramento Kings,Shooting Guard,"6' 4"", 201 lbs",5/16/1997 (26),Ole Miss,,Active,3rd Season,"Southaven, MS"
3438,Indiana Pacers,Point Guard,"6' 4"", 188 lbs",5/4/1986 (37),IUPUI,"2008: Rd 1, Pk 26 (SA)",Active,14th Season,"Indianapolis, IN"
4592402,Indiana Pacers,Shooting Guard,"6' 5"", 190 lbs",6/13/1997 (26),Oregon,"2021: Rd 1, Pk 13 (IND)",Active,1st Season,"Puerto Plata, Dominican Republic"
4397018,Utah Jazz,Guard,"6' 5"", 215 lbs",4/20/2000 (23),Kansas,"2022: Rd 1, Pk 14 (CLE)",Active,Rookie,"Kansas City, MO"
2596107,Sacramento Kings,Center,"7' 1"", 250 lbs",6/16/1993 (30),Maryland,"2013: Rd 1, Pk 5 (PHX)",Active,9th Season,"Antratsit, Ukraine"
4277956,Golden State Warriors,Shooting Guard,"6' 4"", 194 lbs",6/19/1999 (24),Michigan,"2019: Rd 1, Pk 28 (GS)",Active,3rd Season,"Milwaukee, WI"
4395723,San Antonio Spurs,Small Forward,"6' 5"", 220 lbs",10/11/1999 (23),Kentucky,"2019: Rd 1, Pk 29 (SA)",Active,3rd Season,"South Hill, VA"
4396909,Indiana Pacers,Small Forward,"6' 5"", 215 lbs",10/16/1999 (23),Vanderbilt,"2020: Rd 1, Pk 14 (BOS)",Active,2nd Season,"Charleston, SC"
4701232,Charlotte Hornets,Center,"7' 0"", 240 lbs",12/16/2001 (21),Duke,"2022: Rd 1, Pk 15 (CHA)",Game Time Decision,Rookie,"Virginia Beach, VA"
3929321,,Small Forward,,2/8/1995,,,,,
4432809,Orlando Magic,Point Guard,"6' 3"", 185 lbs",5/15/2000 (23),North Carolina,"2020: Rd 1, Pk 15 (ORL)",Active,2nd Season,"New York, NY"
4423314,,Small Forward,,12/23/2000,,"2019: Rd 1, Pk 15 (DET)",,,"Conakry, Guinea"
4432171,Golden State Warriors,Shooting Guard,"6' 5"", 211 lbs",5/31/2002 (21),Arkansas,"2021: Rd 1, Pk 14 (GS)",Active,1st Season,"Little Rock, AR"
4280151,Washington Wizards,Small Forward,"6' 6"", 224 lbs",3/3/1999 (24),Gonzaga,"2021: Rd 1, Pk 15 (WSH)",Active,1st Season,"Edmonds, WA"
4432585,Atlanta Hawks,Forward,"6' 6"", 220 lbs",8/25/2003 (19),Duke,"2022: Rd 1, Pk 16 (ATL)",Active,Rookie,"White Plains, NY"
2490089,Washington Wizards,Center,"6' 11"", 240 lbs",7/1/1991 (32),Bucknell,"2013: Rd 2, Pk 44 (DAL)",Active,9th Season,"Saint Louis Park, MN"
2990969,Cleveland Cavaliers,Small Forward,"6' 7"", 230 lbs",6/17/1993 (30),Iowa State,"2016: Rd 2, Pk 50 (IND)",Active,6th Season,"Methuen, MA"
4278052,Orlando Magic,Power Forward,"6' 8"", 229 lbs",8/18/1998 (24),Auburn,"2019: Rd 1, Pk 16 (ORL)",Active,2nd Season,"Atlanta, GA"
4432810,Detroit Pistons,Center,"6' 8"", 250 lbs",5/22/2001 (22),Washington,"2020: Rd 1, Pk 16 (POR)",Game Time Decision,2nd Season,"Rochester, NY"
4066387,LA Clippers,Shooting Guard,"6' 7"", 210 lbs",6/17/1997 (26),Minnesota,,Active,3rd Season,"Hopkins, MN"
4871144,Houston Rockets,Center,"6' 11"", 243 lbs",7/25/2002 (20),,"2021: Rd 1, Pk 16 (OKC)",Active,1st Season,
4433192,Houston Rockets,Forward,"6' 8"", 215 lbs",5/10/2001 (22),LSU,"2022: Rd 1, Pk 17 (HOU)",Active,Rookie,"Los Angeles, CA"
4683018,Oklahoma City Thunder,Forward,"7' 0"", 190 lbs",12/26/2001 (21),,"2020: Rd 1, Pk 17 (MIN)",Game Time Decision,2nd Season,"Sabac, Serbia"
2579260,,Point Guard,,11/12/1992,Michigan,"2013: Rd 1, Pk 9 (MIN)",,,"Columbus, OH"
4397140,Houston Rockets,Shooting Guard,"6' 4"", 203 lbs",5/4/2000 (23),USC,"2019: Rd 1, Pk 30 (MIL)",Active,3rd Season,"Seattle, WA"
4397688,New Orleans Pelicans,Shooting Guard,"6' 8"", 206 lbs",6/18/2000 (23),Virginia,"2021: Rd 1, Pk 17 (MEM)",Active,1st Season,"Durham, NC"
3899664,Utah Jazz,Forward,"6' 7"", 209 lbs",12/9/1995 (27),,,Active,Rookie,"L'aquila, Italy"
3936099,Chicago Bulls,Small Forward,"6' 6"", 210 lbs",2/15/1997 (26),UNLV,,Active,6th Season,"Chester, PA"
6585,Chicago Bulls,Center,"6' 11"", 279 lbs",8/10/1993 (29),UConn,"2012: Rd 1, Pk 9 (DET)",Active,10th Season,"Mount Vernon, NY"
4433159,Chicago Bulls,Forward,"6' 7"", 195 lbs",7/12/2002 (20),Arizona,"2022: Rd 1, Pk 18 (CHI)",Active,Rookie,"Phoenix, AZ"
3449,Miami Heat,Power Forward,"6' 8"", 251 lbs",9/7/1988 (34),UCLA,"2008: Rd 1, Pk 5 (MEM)",Active,14th Season,"Santa Monica, CA"
4432811,Dallas Mavericks,Shooting Guard,"6' 7"", 200 lbs",11/16/2000 (22),Arizona,"2020: Rd 1, Pk 18 (DAL)",Active,2nd Season,"Sydney, NSW"
4592691,Memphis Grizzlies,Forward,"6' 8"", 235 lbs",11/3/2001 (21),Wake Forest,"2022: Rd 1, Pk 19 (MIN)",Game Time Decision,Rookie,"Indianapolis, IN"
4432819,Oklahoma City Thunder,Point Guard,"6' 3"", 178 lbs",2/3/2001 (22),Florida,"2021: Rd 1, Pk 18 (OKC)",Active,1st Season,"Gainesville, FL"
3057187,,Small Forward,,2/10/1995,SMU,"2017: Rd 2, Pk 46 (PHI)",,,"Maywood, IL"
4277883,Indiana Pacers,Small Forward,"6' 8"", 225 lbs",9/9/1998 (24),Louisville,"2020: Rd 2, Pk 45 (MIL)",Active,2nd Season,"Buffalo, NY"
4423309,Utah Jazz,Forward,"6' 10"", 227 lbs",1/9/2000 (23),,"2019: Rd 1, Pk 19 (SA)",Active,Rookie,"Zagreb, Croatia"
4397136,Atlanta Hawks,Small Forward,"6' 7"", 215 lbs",4/9/1999 (24),Villanova,"2020: Rd 1, Pk 19 (BKN)",Active,2nd Season,"Largo, MD"
4565201,San Antonio Spurs,Guard,"6' 4"", 180 lbs",5/12/2003 (20),Ohio State,"2022: Rd 1, Pk 20 (SA)",Active,Rookie,"Columbus, OH"
4431699,Charlotte Hornets,Power Forward,"6' 11"", 221 lbs",1/19/2001 (22),Texas,"2021: Rd 1, Pk 19 (NY)",Active,1st Season,"Nassau, Bahamas"
4431679,Toronto Raptors,Power Forward,"6' 8"", 225 lbs",9/19/1999 (23),Memphis,"2020: Rd 1, Pk 20 (MIA)",Active,2nd Season,"Queens, NY"
4431767,Denver Nuggets,Guard,"6' 6"", 220 lbs",4/17/2001 (22),Kansas,"2022: Rd 1, Pk 21 (DEN)",Active,Rookie,"Burlington, KS"
4701230,Atlanta Hawks,Small Forward,"6' 8"", 219 lbs",12/18/2001 (21),Duke,"2021: Rd 1, Pk 20 (ATL)",Active,1st Season,"Milwaukee, WI"
4431678,Philadelphia 76ers,Point Guard,"6' 2"", 200 lbs",11/4/2000 (22),Kentucky,"2020: Rd 1, Pk 21 (PHI)",Active,2nd Season,"Garland, TX"
4277952,Atlanta Hawks,Power Forward,"6' 10"", 240 lbs",8/15/1998 (24),Maryland,"2019: Rd 2, Pk 34 (PHI)",Active,3rd Season,"Luanda, Angola"
3136196,Sacramento Kings,Power Forward,"6' 9"", 234 lbs",11/5/1995 (27),Kentucky,"2015: Rd 1, Pk 12 (UTAH)",Active,7th Season,"Indianapolis, IN"
4433136,Utah Jazz,Center,"7' 0"", 245 lbs",7/26/2001 (21),Auburn,"2022: Rd 1, Pk 22 (MEM)",Game Time Decision,Rookie,"Newnan, GA"
3206,,Center,,1/29/1985,,"2007: Rd 2, Pk 48 (LAL)",,,"Barcelona, Spain"
3276,,Power Forward,,6/1/1985,Creighton,,,,"Springfield, MO"
4432192,Portland Trail Blazers,Shooting Guard,"6' 3"", 185 lbs",3/10/2002 (21),Tennessee,"2021: Rd 1, Pk 21 (NY)",Active,Rookie,"Shelbyville, TN"
4397886,San Antonio Spurs,Center,"6' 9"", 230 lbs",10/28/2000 (22),Western KY,"2021: Rd 2, Pk 53 (PHI)",Game Time Decision,1st Season,"Lagos, Nigeria"
4593041,Memphis Grizzlies,Forward,"6' 5"", 255 lbs",3/27/2001 (22),Colorado St,"2022: Rd 1, Pk 23 (PHI)",Active,Rookie,"Minneapolis, MN"
4432170,Indiana Pacers,Small Forward,"6' 9"", 205 lbs",1/10/2002 (21),Kentucky,"2021: Rd 1, Pk 22 (LAL)",Active,1st Season,"Pontiac, MI"
4431690,Denver Nuggets,Power Forward,"6' 9"", 240 lbs",1/9/2001 (22),Arizona,"2020: Rd 1, Pk 22 (DEN)",Active,2nd Season,"Lakeville, MN"
