player_id,team,position,ht_wt,birthdate,college,draft_info,status,experience,birthplace
4432179,Milwaukee Bucks,Forward,"6' 7"", 199 lbs",10/12/2000 (22),,"2022: Rd 1, Pk 24 (MIL)",Active,Rookie,
4871143,Houston Rockets,Power Forward,"6' 8"", 229 lbs",3/9/2002 (21),,"2021: Rd 1, Pk 23 (HOU)",Active,1st Season,
2991055,Philadelphia 76ers,Center,"6' 7"", 240 lbs",1/26/1994 (29),Louisville,"2015: Rd 2, Pk 32 (HOU)",Active,7th Season,"Tarboro, NC"
2999409,New Orleans Pelicans,Center,"6' 11"", 250 lbs",5/27/1994 (29),,"2015: Rd 2, Pk 35 (PHI)",Active,6th Season,"Madrid, Spain"
4683935,San Antonio Spurs,Guard,"6' 4"", 185 lbs",3/16/2003 (20),Notre Dame,"2022: Rd 1, Pk 25 (SA)",Active,Rookie,"South Bend, IN"
4432168,Houston Rockets,Shooting Guard,"6' 4"", 215 lbs",12/8/2001 (21),Arizona St,,Active,1st Season,"Carson, CA"
4683025,,Forward,,9/11/2000,,"2020: Rd 1, Pk 23 (NY)",,,"Buenos Aires, Argentina"
4395724,New York Knicks,Shooting Guard,"6' 3"", 190 lbs",6/17/1999 (24),Kentucky,"2020: Rd 1, Pk 25 (OKC)",Game Time Decision,2nd Season,"Havre De Grace, MD"
4592187,Minnesota Timberwolves,Guard,"6' 5"", 215 lbs",9/18/2001 (21),Duke,"2022: Rd 1, Pk 26 (DAL)",Active,Rookie,"Charlotte, NC"
3134932,Memphis Grizzlies,Shooting Guard,"6' 5"", 210 lbs",3/22/1996 (27),Purdue FW,,Active,3rd Season,"West Chicago, IL"
3064559,Utah Jazz,Center,"6' 11"", 245 lbs",6/30/1995 (28),Vanderbilt,"2016: Rd 1, Pk 30 (GS)",Active,6th Season,"Baton Rouge, LA"
4397014,New York Knicks,Shooting Guard,"6' 4"", 210 lbs",5/8/2000 (23),Houston,"2021: Rd 1, Pk 25 (LAC)",Active,1st Season,"The Woodlands, TX"
4395712,Indiana Pacers,Point Guard,"6' 3"", 191 lbs",1/16/2000 (23),Gonzaga,"2022: Rd 2, Pk 31 (IND)",Active,Rookie,"Aurora, ON"
4997528,Miami Heat,Forward,"6' 10"", 205 lbs",6/9/2003 (20),,"2022: Rd 1, Pk 27 (MIA)",Active,Rookie,
4066354,Boston Celtics,Point Guard,"6' 1"", 195 lbs",1/28/1998 (25),Oregon,"2020: Rd 1, Pk 26 (BOS)",Active,2nd Season,"West Linn, OR"
4230557,Denver Nuggets,Small Forward,"6' 8"", 236 lbs",4/10/1997 (26),,"2017: Rd 2, Pk 49 (DEN)",Active,3rd Season,"Koper, Slovenia"
4433246,Golden State Warriors,Forward,"6' 9"", 220 lbs",11/18/2002 (20),Milwaukee,"2022: Rd 1, Pk 28 (GS)",Active,Rookie,"Sussex, WI"
4683749,Houston Rockets,Guard,"6' 3"", 195 lbs",11/15/2001 (21),Kentucky,"2022: Rd 1, Pk 29 (MEM)",Active,Rookie,"Phoenix, AZ"
4592492,LA Clippers,Point Guard,"6' 2"", 169 lbs",9/14/2000 (22),VCU,"2021: Rd 1, Pk 26 (DEN)",Active,1st Season,"Wilmington, DE"
4397102,Orlando Magic,Center,"7' 2"", 220 lbs",11/16/1999 (23),Oregon,"2019: Rd 2, Pk 44 (MIA)",Active,3rd Season,"Khartoum, Sudan"
4576087,Denver Nuggets,Forward,"6' 7"", 200 lbs",9/11/2002 (20),UCLA,"2022: Rd 1, Pk 30 (OKC)",Active,Rookie,"Long Beach, CA"
3907487,,Small Forward,,7/2/1997,Washington,"2016: Rd 1, Pk 8 (SAC)",,,"Sacramento, CA"
2991042,,Guard,,10/7/1993,Michigan,"2014: Rd 1, Pk 8 (SAC)",,,"Mississauga, AB"
4066299,Utah Jazz,Center,"6' 11"", 270 lbs",9/17/1999 (23),Kansas,"2020: Rd 1, Pk 27 (UTAH)",Active,2nd Season,"Delta, Nigeria"
4431671,Minnesota Timberwolves,Power Forward,"6' 9"", 185 lbs",9/29/2000 (22),Washington,"2020: Rd 1, Pk 28 (LAL)",Game Time Decision,2nd Season,"Seattle, WA"
3134916,Minnesota Timberwolves,Point Guard,"6' 0"", 185 lbs",4/9/1996 (27),USC,,Active,3rd Season,"Etiwanda, CA"
4066668,Toronto Raptors,Point Guard,"6' 1"", 175 lbs",5/9/1998 (25),San Diego St,"2020: Rd 1, Pk 29 (TOR)",Active,2nd Season,"Tacoma, WA"
4432174,Brooklyn Nets,Shooting Guard,"6' 3"", 210 lbs",10/13/2001 (21),LSU,"2021: Rd 1, Pk 27 (BKN)",Active,1st Season,"Chesapeake, VA"
3064560,Boston Celtics,Center,"7' 2"", 250 lbs",7/15/1995 (27),Vanderbilt,,Active,5th Season,"Lantana, TX"
4066320,Memphis Grizzlies,Shooting Guard,"6' 5"", 215 lbs",6/25/1998 (25),TCU,"2020: Rd 1, Pk 30 (BOS)",Game Time Decision,2nd Season,"Richmond, IN"
3135048,,Center,,12/15/1995,Duke,"2015: Rd 1, Pk 3 (PHI)",,,"Chicago, IL"
4432164,Philadelphia 76ers,Guard,"6' 4"", 202 lbs",9/25/2002 (20),Tennessee,"2021: Rd 1, Pk 28 (PHI)",Active,1st Season,"Charlotte, NC"
4432194,Brooklyn Nets,Center,"6' 9"", 265 lbs",11/6/2001 (21),North Carolina,"2021: Rd 1, Pk 29 (PHX)",Active,1st Season,"Greenville, NC"
3133635,Chicago Bulls,Point Guard,"6' 1"", 200 lbs",9/14/1995 (27),West Virginia,"2018: Rd 2, Pk 32 (MEM)",Active,4th Season,"Maywood, IL"
4593125,Memphis Grizzlies,Power Forward,"6' 11"", 215 lbs",1/10/2001 (22),Loyola MD,"2021: Rd 1, Pk 30 (UTAH)",Active,1st Season,"Las Palmas De Gas, Spain"
4230547,Dallas Mavericks,Point Guard,"6' 4"", 200 lbs",7/28/1998 (24),,"2017: Rd 1, Pk 8 (NY)",Active,5th Season,"Ixelles, Belgium"
4065673,,Center,,1/8/1998,North Carolina,"2017: Rd 1, Pk 28 (LAL)",,,"Bartow, FL"
4432823,Oklahoma City Thunder,Forward,"6' 9"", 240 lbs",6/29/2002 (21),Arkansas,"2022: Rd 2, Pk 34 (OKC)",Active,Rookie,"Fort Smith, AR"
4432813,Oklahoma City Thunder,Power Forward,"6' 8"", 240 lbs",11/3/2000 (22),Villanova,"2021: Rd 2, Pk 32 (NY)",Active,1st Season,"Kansas City, KS"
3133626,Oklahoma City Thunder,Small Forward,"6' 6"", 210 lbs",12/2/1994 (28),TCU,,Game Time Decision,4th Season,"Waco, TX"
2595435,,Small Forward,,9/25/1993,Iowa State,"2016: Rd 2, Pk 58 (BOS)",,,"Alexandria, Egypt"
4433623,Orlando Magic,Guard,"6' 8"", 210 lbs",1/9/2003 (20),Michigan,"2022: Rd 2, Pk 32 (ORL)",Active,Rookie,"Mississauga, ON"
3988,Cleveland Cavaliers,Forward,"6' 6"", 215 lbs",6/22/1987 (36),North Carolina,"2009: Rd 2, Pk 46 (CLE)",Active,13th Season,"North Babylon, NY"
3913180,Atlanta Hawks,Shooting Guard,"6' 6"", 215 lbs",10/24/1996 (26),Lipscomb,,Active,3rd Season,"Franklin, TN"
3915195,Minnesota Timberwolves,Shooting Guard,"6' 5"", 205 lbs",9/26/1996 (26),SMU,"2018: Rd 2, Pk 54 (DAL)",Active,4th Season,"Owasso, OK"
3136485,Brooklyn Nets,Point Guard,"6' 4"", 196 lbs",12/31/1995 (27),Xavier,"2017: Rd 2, Pk 52 (NO)",Active,4th Season,"Detroit, MI"
4278103,,Power Forward,,11/15/1999,Missouri,,,,"Columbia, MO"
2999549,,Guard,,11/16/1993,Michigan St,"2016: Rd 1, Pk 14 (CHI)",,,"Lansing, MI"
4278049,Washington Wizards,Center,"6' 10"", 234 lbs",10/1/1998 (24),Arkansas,"2019: Rd 2, Pk 38 (CHI)",Active,3rd Season,"El Dorado, AR"
4066731,Philadelphia 76ers,Power Forward,"6' 9"", 205 lbs",1/31/1998 (25),San Diego St,"2019: Rd 2, Pk 52 (CHA)",Active,3rd Season,"Federal Way, WA"
4396971,Minnesota Timberwolves,Center,"6' 9"", 264 lbs",8/26/1999 (23),LSU,,Game Time Decision,3rd Season,"Asbury Park, NJ"
4278541,Minnesota Timberwolves,Shooting Guard,"6' 4"", 201 lbs",7/9/1999 (23),Washington,"2019: Rd 2, Pk 43 (MIN)",Active,3rd Season,"Seattle, WA"
3907823,LA Clippers,Shooting Guard,"6' 5"", 215 lbs",10/18/1996 (26),Florida St,"2019: Rd 2, Pk 48 (LAC)",Active,3rd Season,"Brooklyn, NY"
3912848,Cleveland Cavaliers,Power Forward,"6' 9"", 228 lbs",11/20/1996 (26),Kansas St,,Active,3rd Season,"Wichita, KS"
4066317,Oklahoma City Thunder,Forward,"6' 6"", 210 lbs",7/28/1997 (25),Oklahoma St,,Active,1st Season,"Norman, OK"
3914283,Sacramento Kings,Power Forward,"6' 9"", 225 lbs",3/22/1997 (26),USC,"2018: Rd 2, Pk 49 (SA)",Active,4th Season,"Lawndale, CA"
3059262,,Shooting Guard,,6/11/1995,Miami,"2017: Rd 2, Pk 32 (PHX)",,,"Ewing, NJ"
4277964,Memphis Grizzlies,Forward,"6' 8"", 245 lbs",1/12/1999 (24),Michigan St,"2020: Rd 2, Pk 35 (SAC)",Active,2nd Season,"Grand Rapids, MI"
4066651,,Small Forward,,3/5/1998,Gonzaga,,,,"Cagnes-sur-Mer, France"
4683027,Charlotte Hornets,Point Guard,"6' 5"", 175 lbs",6/12/2001 (22),,"2020: Rd 2, Pk 34 (PHI)",Active,2nd Season,"Paris, France"
3136779,Phoenix Suns,Small Forward,"6' 8"", 229 lbs",1/23/1996 (27),Ohio State,"2018: Rd 2, Pk 48 (MIN)",Active,4th Season,"Sacramento, CA"
3150844,Orlando Magic,Center,"6' 11"", 245 lbs",4/26/1997 (26),Michigan,"2018: Rd 1, Pk 25 (LAL)",Active,4th Season,"Berlin, Germany"
3102533,Milwaukee Bucks,Small Forward,"6' 7"", 219 lbs",7/18/1992 (30),,"2014: Rd 2, Pk 51 (NY)",Active,4th Season,"Athens, Greece"
4066264,Los Angeles Lakers,Forward,"6' 9"", 205 lbs",3/26/1997 (26),Kentucky,,Active,3rd Season,"Manchester, NH"
4423885,,Small Forward,,7/2/1999,,"2019: Rd 2, Pk 35 (ATL)",,,"Rio De Janeiro, Brazil"
4278031,Indiana Pacers,Small Forward,"6' 7"", 210 lbs",6/20/1998 (25),Syracuse,,Active,3rd Season,"Mississauga, ON"
4065697,Charlotte Hornets,Point Guard,"6' 2"", 205 lbs",11/25/1997 (25),NC State,"2017: Rd 1, Pk 9 (DAL)",Game Time Decision,5th Season,"Fayetteville, NC"
3133602,Charlotte Hornets,Shooting Guard,"6' 7"", 205 lbs",6/10/1997 (26),Kansas,"2018: Rd 2, Pk 47 (LAL)",Active,4th Season,"Cherkasy, Ukraine"
4017839,,Power Forward,,9/28/1995,,"2016: Rd 1, Pk 15 (DEN)",,,"Madrid, Spain"
2581184,Washington Wizards,Power Forward,"6' 8"", 230 lbs",10/17/1992 (30),Virginia,,Active,2nd Season,"High Point, NC"
3986,Washington Wizards,Forward,"6' 9"", 232 lbs",6/24/1985 (38),USC,"2009: Rd 1, Pk 26 (CHI)",Active,13th Season,"Brooklyn, NY"
4401416,Utah Jazz,Small Forward,"6' 6"", 209 lbs",4/10/1993 (30),Marquette,,Active,3rd Season,"Oakland, CA"
4395702,Oklahoma City Thunder,Shooting Guard,"6' 3"", 165 lbs",7/2/1999 (23),Arkansas,"2020: Rd 2, Pk 49 (PHI)",Active,2nd Season,"Fort Smith, AR"
3138156,,Small Forward,,3/28/1995,North Carolina,"2017: Rd 1, Pk 15 (POR)",,,"Tomball, TX"
2489716,Sacramento Kings,Point Guard,"6' 3"", 200 lbs",9/8/1990 (32),Saint Mary's,,Game Time Decision,8th Season,"Maryborough, VIC"
3914285,Phoenix Suns,Power Forward,"6' 10"", 245 lbs",2/1/1997 (26),Oregon St,,Active,2nd Season,"Troutdale, OR"
2991047,,Guard,,3/26/1994,Villanova,,,,"Langhorne, PA"
4065663,Phoenix Suns,Small Forward,"6' 4"", 213 lbs",9/1/1998 (24),Georgia Tech,"2018: Rd 1, Pk 20 (MIN)",Active,4th Season,"Lagos, Nigeria"
2982334,Phoenix Suns,Small Forward,"6' 8"", 220 lbs",9/5/1993 (29),NC State,"2014: Rd 1, Pk 14 (PHX)",Active,7th Season,"Durham, NC"
2595209,Phoenix Suns,Shooting Guard,"6' 5"", 210 lbs",10/21/1992 (30),Louisville,,Active,5th Season,"Baltimore, MD"
6427,Phoenix Suns,Center,"6' 8"", 255 lbs",8/28/1992 (30),,"2011: Rd 1, Pk 7 (SAC)",Active,11th Season,"Lubumbashi, Congo"
4067325,Minnesota Timberwolves,Forward,"6' 8"", 253 lbs",9/20/1997 (25),William & Mary,,Active,2nd Season,"Syracuse, NY"
3908336,Minnesota Timberwolves,Forward,"6' 6"", 215 lbs",4/17/1997 (26),Chattanooga,,Active,1st Season,"Cortlandt Manor, NY"
2994526,,Shooting Guard,,7/23/1993,Michigan St,,,,"Lansing, MI"
6617,Minnesota Timberwolves,Shooting Guard,"6' 4"", 200 lbs",8/1/1992 (30),Duke,"2012: Rd 1, Pk 10 (NO)",Active,10th Season,"Winter Park, FL"
4032,Milwaukee Bucks,Shooting Guard,"6' 4"", 220 lbs",10/14/1986 (36),Marquette,,Active,13th Season,"San Antonio, TX"
2184,Miami Heat,Power Forward,"6' 8"", 235 lbs",6/9/1980 (43),Florida,,Active,19th Season,"Miami, FL"
4278508,Minnesota Timberwolves,Small Forward,"6' 6"", 215 lbs",7/28/1999 (23),Oregon,"2018: Rd 1, Pk 15 (WSH)",Active,4th Season,"Las Vegas, NV"
3032979,Toronto Raptors,Point Guard,"6' 1"", 172 lbs",9/15/1993 (29),,"2013: Rd 1, Pk 17 (ATL)",Active,9th Season,"Braunschweig, Germany"
2579294,Houston Rockets,Power Forward,"7' 0"", 240 lbs",4/4/1993 (30),Wisconsin,"2015: Rd 1, Pk 9 (CHA)",Active,7th Season,"Lisle, IL"
2327577,Golden State Warriors,Forward,"6' 9"", 227 lbs",6/21/1990 (33),Alabama,,Active,8th Season,"Montgomery, AL"
2386,Golden State Warriors,Forward,"6' 6"", 215 lbs",1/28/1984 (39),Arizona,"2004: Rd 1, Pk 9 (PHI)",Game Time Decision,18th Season,"Springfield, IL"
2488826,Detroit Pistons,Guard,"6' 4"", 205 lbs",7/29/1991 (31),Kansas St,,Game Time Decision,6th Season,"Landover, MD"
3934723,Denver Nuggets,Center,"6' 10"", 248 lbs",7/31/1997 (25),Indiana,"2017: Rd 2, Pk 42 (UTAH)",Active,5th Season,"Rochester, NY"
3442,Denver Nuggets,Center,"6' 11"", 265 lbs",7/21/1988 (34),Texas A&M,"2008: Rd 2, Pk 35 (LAC)",Active,14th Season,"Houston, TX"
3138154,Dallas Mavericks,Guard,"6' 7"", 212 lbs",11/5/1995 (27),North Carolina,,Active,4th Season,"Greensboro, NC"
2968334,,Guard,,3/23/1991,,,,,"Cardoba, Argentina"
6461,Dallas Mavericks,Power Forward,"6' 9"", 245 lbs",9/2/1989 (33),Kansas,"2011: Rd 1, Pk 13 (PHX)",Active,11th Season,"Philadelphia, PA"
2968361,Cleveland Cavaliers,Point Guard,"6' 2"", 180 lbs",5/19/1992 (31),,"2013: Rd 2, Pk 47 (ATL)",Active,7th Season,Brazil
3447,Cleveland Cavaliers,Center,"7' 0"", 281 lbs",4/1/1988 (35),Stanford,"2008: Rd 1, Pk 15 (PHX)",Active,14th Season,"North Hollywood, CA"
3078284,,Power Forward,,8/24/1995,Indiana,"2014: Rd 1, Pk 9 (CHA)",,,"Salem, MA"
3989,Boston Celtics,Power Forward,"6' 9"", 250 lbs",3/16/1989 (34),Oklahoma,"2009: Rd 1, Pk 1 (LAC)",Active,12th Season,"Oklahoma City, OK"
3922230,Atlanta Hawks,Guard,"6' 0"", 185 lbs",9/30/1996 (26),UCLA,"2018: Rd 1, Pk 23 (IND)",Active,4th Season,"Chatsworth, CA"
3074797,,Forward,,12/20/1994,Kansas St,"2017: Rd 2, Pk 33 (ORL)",,,"Houston, TX"
3907821,,Shooting Guard,,8/30/1995,Florida St,"2017: Rd 2, Pk 40 (NO)",,,"Lakeland, FL"
4065778,Miami Heat,Shooting Guard,"6' 5"", 215 lbs",3/28/1996 (27),DePaul,,Active,3rd Season,"Hickory Hills, IL"
3137259,Los Angeles Lakers,Point Guard,"6' 3"", 200 lbs",6/14/1996 (27),UCSB,,Active,3rd Season,"Modesto, CA"
2596112,Chicago Bulls,Small Forward,"6' 5"", 205 lbs",7/23/1993 (29),Radford,,Active,3rd Season,"Petersburg, VA"
3934721,,Forward,,4/17/1997,Indiana,,,,"Waynesville, MO"
4277813,New Orleans Pelicans,Small Forward,"6' 7"", 206 lbs",10/6/1998 (24),Alabama,"2021: Rd 2, Pk 35 (NO)",Active,1st Season,"Greensboro, AL"
4278076,Charlotte Hornets,Center,"7' 0"", 245 lbs",11/29/1997 (25),Kentucky,"2020: Rd 2, Pk 42 (NO)",Active,2nd Season,"Kingston, Jamaica"
4431669,,Center,,2/25/2001,Duke,"2020: Rd 2, Pk 32 (CHA)",,,"Southwest Ranches, FL"
4395626,San Antonio Spurs,Point Guard,"6' 1"", 185 lbs",1/8/2000 (23),Duke,"2020: Rd 2, Pk 41 (SA)",Active,2nd Season,"Apple Valley, MN"
4278521,,Small Forward,,4/28/1999,Stanford,"2019: Rd 2, Pk 32 (PHX)",,,"Orange County, CA"
4278562,Philadelphia 76ers,Small Forward,"6' 9"", 210 lbs",6/14/1999 (24),DePaul,"2020: Rd 2, Pk 58 (PHI)",Active,2nd Season,"Orlando, FL"
2991018,,Point Guard,,5/9/1993,Indiana,,,,"Indianapolis, IN"
4431828,Houston Rockets,Forward,"6' 7"", 215 lbs",1/6/2001 (22),,"2020: Rd 2, Pk 52 (SAC)",Active,2nd Season,"West Hills, CA"
4401415,,Power Forward,,8/18/2000,,"2019: Rd 2, Pk 39 (NO)",,,"Belgrade, Serbia"
4066405,Cleveland Cavaliers,Forward,"6' 6"", 230 lbs",7/9/1997 (25),Penn State,,Active,2nd Season,"Philadelphia, PA"
4278594,New Orleans Pelicans,Small Forward,"6' 7"", 220 lbs",1/24/1998 (25),Xavier,,Active,2nd Season,"Atlantic City, NJ"
4066851,,Shooting Guard,,8/4/1997,Yale,"2019: Rd 2, Pk 58 (GS)",,,"Northridge, CA"
3133838,Phoenix Suns,Small Forward,"6' 8"", 215 lbs",10/13/1994 (28),G Washington,,Active,4th Season,"Kagawa, Japan"
3912334,,Shooting Guard,,5/8/1996,Creighton,"2018: Rd 2, Pk 38 (PHI)",,,"Omaha, NE"
4278124,Phoenix Suns,Guard,"6' 2"", 183 lbs",6/23/1999 (24),Vanderbilt,"2020: Rd 2, Pk 38 (UTAH)",Active,2nd Season,"Phoenix, AZ"
3906977,,Guard,,5/21/1996,Princeton,,,,"Mishawaka, IN"
4231914,,Guard,,8/11/1995,,,,,
3908819,,Guard,,9/24/1997,Little Rock,,,,"Charlotte, NC"
4291678,Miami Heat,Forward,"6' 4"", 220 lbs",12/9/1996 (26),Wheeling Jesuit,,Active,2nd Season,"Baltimore, MD"
3074213,Miami Heat,Center,"6' 11"", 275 lbs",6/19/1998 (25),Georgetown,,Active,1st Season,Uzbekistan
4066467,,Forward,,7/4/1997,Saint Mary's,,,,"Rancho Cucamonga, CA"
3058030,,Shooting Guard,,12/30/1994,Fresno St,,,,"Phoenix, AZ"
4066508,,Guard,,2/2/1997,Saint Joseph's,,,,"Philadelphia, PA"
3133596,,Shooting Guard,,8/3/1995,Butler,,,,"Louisville, KY"
4065660,Boston Celtics,Center,"6' 10"", 250 lbs",8/14/1997 (25),Florida St,"2019: Rd 1, Pk 27 (BKN)",Active,2nd Season,"Burlington, ON"
2991184,,Forward,,5/8/1994,Wisconsin,"2015: Rd 1, Pk 18 (HOU)",,,"Sheboygan, WI"
3912292,Utah Jazz,Power Forward,"6' 5"", 250 lbs",6/7/1996 (27),Charleston,"2019: Rd 2, Pk 50 (IND)",Active,1st Season,"Columbia, SC"
6460,,Guard,,2/25/1989,Purdue,"2011: Rd 2, Pk 55 (BOS)",,,"East Chicago, IN"
2488958,,Small Forward,,3/18/1991,Arizona,"2013: Rd 1, Pk 23 (IND)",,,"Los Angeles, CA"
2426,,Small Forward,,6/30/1985,UCLA,"2004: Rd 2, Pk 43 (NY)",,,"Los Angeles, CA"
3056602,,Power Forward,,12/5/1994,SMU,"2017: Rd 2, Pk 37 (BOS)",,,"Ottawa, KS"
2583962,,Guard,,1/26/1993,Gonzaga,,,,"Holland Landing, ON"
3056600,,Power Forward,,3/15/1995,Duke,"2014: Rd 1, Pk 2 (MIL)",,,"Chicago, IL"
6447,,Center,,5/20/1992,Kentucky,"2011: Rd 1, Pk 3 (UTAH)",,,"Zurich, Switzerland"
4277922,New York Knicks,Center,"6' 9"", 250 lbs",10/20/1998 (24),Texas,"2021: Rd 2, Pk 58 (NY)",Game Time Decision,1st Season,"Minneapolis, MN"
4397693,Sacramento Kings,Small Forward,"6' 8"", 215 lbs",8/9/2000 (22),Pepperdine,"2021: Rd 2, Pk 44 (BKN)",Active,1st Season,"Rancho Cucamonga, CA"
4409222,,Shooting Guard,,2/25/1997,New Mexico St,,,,"Glen Burnie, MD"
4715198,Phoenix Suns,Power Forward,"6' 9"", 219 lbs",10/17/2001 (21),,"2021: Rd 2, Pk 31 (MIL)",Active,1st Season,"Baltimore, MD"
4702233,Charlotte Hornets,Forward,"6' 9"", 203 lbs",8/26/2002 (20),Auburn,"2021: Rd 2, Pk 37 (DET)",Active,1st Season,"Anchorage, AK"
4397183,Oklahoma City Thunder,Shooting Guard,"6' 5"", 190 lbs",1/2/1999 (24),Maryland,"2021: Rd 2, Pk 55 (OKC)",Active,1st Season,"Greensboro, NC"
4395695,Oklahoma City Thunder,Shooting Guard,"6' 3"", 193 lbs",8/25/2000 (22),Baylor,"2021: Rd 2, Pk 40 (NO)",Active,1st Season,"Reserve, LA"
4432161,,Power Forward,,9/1/2001,Texas,"2021: Rd 2, Pk 43 (NO)",,,"Austin, TX"
4431675,,Power Forward,,11/9/2000,LSU,,,,"Birmingham, AL"
3146557,Phoenix Suns,Center,"6' 11"", 255 lbs",10/25/1995 (27),Saint Mary's,,Active,1st Season,"E Malvern, VIC"
4431823,New York Knicks,Point Guard,"6' 2"", 195 lbs",9/8/2000 (22),West Virginia,"2021: Rd 2, Pk 36 (OKC)",Active,1st Season,"Cincinnati, OH"
4397235,New York Knicks,Point Guard,"6' 2"", 197 lbs",3/24/2000 (23),Ohio State,,Active,1st Season,"Grand Rapids, MI"
4066457,Los Angeles Lakers,Shooting Guard,"6' 5"", 197 lbs",5/29/1998 (25),Oklahoma,,Active,1st Season,"Newark, AR"
4432162,LA Clippers,Shooting Guard,"6' 6"", 188 lbs",11/28/2001 (21),Kentucky,"2021: Rd 2, Pk 51 (MEM)",Active,1st Season,"Norcross, GA"
4397916,LA Clippers,Point Guard,"6' 3"", 181 lbs",8/10/1999 (23),Ohio,"2021: Rd 2, Pk 33 (ORL)",Active,Rookie,"Orlando, FL"
4432176,,Shooting Guard,,2/13/2002,,,,,"Fairbanks, AK"
4277957,Detroit Pistons,Power Forward,"6' 6"", 232 lbs",7/27/1998 (24),Michigan,"2021: Rd 2, Pk 42 (DET)",Active,1st Season,"Kalamazoo, MI"
4683622,Chicago Bulls,Center,"7' 0"", 220 lbs",10/15/1999 (23),,"2020: Rd 2, Pk 44 (CHI)",Active,1st Season,"Montenegro, Yugoslavia"
4397002,Chicago Bulls,Shooting Guard,"6' 5"", 200 lbs",1/17/2000 (23),Illinois,"2021: Rd 2, Pk 38 (CHI)",Active,1st Season,"Chicago, IL"
4279815,Chicago Bulls,Forward,"6' 4"", 230 lbs",9/23/1999 (23),Austin Peay,,Active,1st Season,"Bowling Green, KY"
4277869,New Orleans Pelicans,Point Guard,"6' 0"", 179 lbs",4/12/1998 (25),Georgia Tech,,Game Time Decision,1st Season,"Brooklyn, NY"
4065804,Boston Celtics,Small Forward,"6' 7"", 217 lbs",12/8/1997 (25),Virginia,,Active,1st Season,"Stevens Point, WI"
4578893,Atlanta Hawks,Guard,"6' 8"", 195 lbs",6/19/2000 (23),,"2020: Rd 2, Pk 37 (WSH)",Active,3rd Season,Czech Republic
4397885,Toronto Raptors,Point Guard,"6' 7"", 204 lbs",11/7/1999 (23),Nebraska,"2021: Rd 2, Pk 46 (TOR)",Active,1st Season,"Toronto, ON"
4397215,,Center,,9/20/1999,Minnesota,"2020: Rd 2, Pk 33 (MIN)",,,"Woodbury, MN"
3947736,,Shooting Guard,,11/27/1996,Liberty,,,,"Indian Trail, NC"
4431688,,Shooting Guard,,6/9/2001,Texas Tech,"2020: Rd 2, Pk 43 (SAC)",,,"Arlington, TX"
3129951,,Shooting Guard,,4/19/1995,BYU,,,,"Gwinnett, GA"
4423883,,Forward,,6/10/2000,,"2019: Rd 2, Pk 37 (DAL)",,,"Vilnius, Lithuania"
3947156,Cleveland Cavaliers,Forward,"6' 9"", 228 lbs",1/21/1997 (26),Virginia,,Active,2nd Season,"Conakry, Guinea"
4431778,Toronto Raptors,Center,"7' 0"", 230 lbs",6/20/2000 (23),Arizona,"2022: Rd 2, Pk 33 (TOR)",Active,Rookie,"Douala, Cameroon"
3135046,Washington Wizards,Point Guard,"6' 0"", 196 lbs",5/10/1996 (27),Duke,"2015: Rd 1, Pk 24 (CLE)",Active,7th Season,"Burnsville, MN"
4067045,,Forward,,4/22/1996,Missouri St,"2018: Rd 2, Pk 50 (IND)",,,"Williamsport, PA"
6479,,Point Guard,,5/8/1990,UConn,"2011: Rd 1, Pk 9 (CHA)",,,"Bronx, NY"
3134881,,Small Forward,,5/29/1996,Arizona,"2015: Rd 1, Pk 8 (DET)",,,"Fullerton, CA"
