url,team,position,ht_wt,birthdate,college,draft_info,status,experience,birthplace
https://www.espn.com/nba/player/_/id/3975/stephen-curry,Golden State Warriors,Point Guard,"6' 2"", 185 lbs",3/14/1988 (35),Davidson,"2009: Rd 1, Pk 7 (GS)",Active,13th Season,"Akron, OH"
https://www.espn.com/nba/player/_/id/1966/lebron-james,Los Angeles Lakers,Small Forward,"6' 9"", 250 lbs",12/30/1984 (38),,"2003: Rd 1, Pk 1 (CLE)",Active,19th Season,"Akron, OH"
https://www.espn.com/nba/player/_/id/3202/kevin-durant,Phoenix Suns,Power Forward,"6' 10"", 240 lbs",9/29/1988 (34),Texas,"2007: Rd 1, Pk 2 (SEA)",Active,14th Season,"Suitland, MD"
https://www.espn.com/nba/player/_/id/6580/bradley-beal,Phoenix Suns,Shooting Guard,"6' 4"", 207 lbs",6/28/1993 (30),Florida,"2012: Rd 1, Pk 3 (WSH)",Active,10th Season,"Saint Louis, MO"
https://www.espn.com/nba/player/_/id/6606/damian-lillard,Portland Trail Blazers,Point Guard,"6' 2"", 195 lbs",7/15/1990 (32),Weber St,"2012: Rd 1, Pk 6 (POR)",Active,9th Season,"Oakland, CA"
https://www.espn.com/nba/player/_/id/3032977/giannis-antetokounmpo,Milwaukee Bucks,Power Forward,"6' 11"", 243 lbs",12/6/1994 (28),,"2013: Rd 1, Pk 15 (MIL)",Active,9th Season,"Athens, Greece"
https://www.espn.com/nba/player/_/id/6450/kawhi-leonard,LA Clippers,Small Forward,"6' 7"", 225 lbs",6/29/1991 (32),San Diego St,"2011: Rd 1, Pk 15 (IND)",Game Time Decision,10th Season,"Los Angeles, CA"
https://www.espn.com/nba/player/_/id/4251/paul-george,LA Clippers,Forward,"6' 8"", 220 lbs",5/2/1990 (33),Fresno St,"2010: Rd 1, Pk 10 (IND)",Game Time Decision,12th Season,"Palmdale, CA"
https://www.espn.com/nba/player/_/id/6475/klay-thompson,Golden State Warriors,Shooting Guard,"6' 6"", 220 lbs",2/8/1990 (33),Washington St,"2011: Rd 1, Pk 11 (GS)",Active,9th Season,"Los Angeles, CA"
https://www.espn.com/nba/player/_/id/6442/kyrie-irving,Dallas Mavericks,Point Guard,"6' 2"", 195 lbs",3/23/1992 (31),Duke,"2011: Rd 1, Pk 1 (CLE)",Active,11th Season,"Melbourne, VIC"
https://www.espn.com/nba/player/_/id/3032976/rudy-gobert,Minnesota Timberwolves,Center,"7' 1"", 258 lbs",6/26/1992 (31),,"2013: Rd 1, Pk 27 (DEN)",Active,9th Season,France
https://www.espn.com/nba/player/_/id/6583/anthony-davis,Los Angeles Lakers,Power Forward,"6' 10"", 253 lbs",3/11/1993 (30),Kentucky,"2012: Rd 1, Pk 1 (NO)",Active,10th Season,"Chicago, IL"
https://www.espn.com/nba/player/_/id/6609/khris-middleton,Milwaukee Bucks,Small Forward,"6' 7"", 222 lbs",8/12/1991 (31),Texas A&M,"2012: Rd 2, Pk 39 (DET)",Active,10th Season,"Charleston, SC"
https://www.espn.com/nba/player/_/id/6430/jimmy-butler,Miami Heat,Small Forward,"6' 7"", 230 lbs",9/14/1989 (33),Marquette,"2011: Rd 1, Pk 30 (CHI)",Active,11th Season,"Houston, TX"
https://www.espn.com/nba/player/_/id/6440/tobias-harris,Philadelphia 76ers,Power Forward,"6' 7"", 226 lbs",7/15/1992 (30),Tennessee,"2011: Rd 1, Pk 19 (CHA)",Active,11th Season,"Dix Hills, NY"
https://www.espn.com/nba/player/_/id/3064440/zach-lavine,Chicago Bulls,Shooting Guard,"6' 5"", 200 lbs",3/10/1995 (28),UCLA,"2014: Rd 1, Pk 13 (MIN)",Active,8th Season,"Seattle, WA"
https://www.espn.com/nba/player/_/id/3945274/luka-doncic,Dallas Mavericks,Point Guard,"6' 7"", 230 lbs",2/28/1999 (24),,"2018: Rd 1, Pk 3 (ATL)",Active,5th Season,"Ljubljana, Slovenia"
https://www.espn.com/nba/player/_/id/4277905/trae-young,Atlanta Hawks,Point Guard,"6' 1"", 164 lbs",9/19/1998 (24),Oklahoma,"2018: Rd 1, Pk 5 (DAL)",Active,4th Season,"Lubbock, TX"
https://www.espn.com/nba/player/_/id/3149673/pascal-siakam,Toronto Raptors,Power Forward,"6' 8"", 230 lbs",4/2/1994 (29),New Mexico St,"2016: Rd 1, Pk 27 (TOR)",Active,6th Season,"Douala, Cameroon"
https://www.espn.com/nba/player/_/id/3907387/ben-simmons,Brooklyn Nets,Point Guard,"6' 10"", 240 lbs",7/20/1996 (26),LSU,"2016: Rd 1, Pk 1 (PHI)",Game Time Decision,4th Season,"Melbourne, VIC"
https://www.espn.com/nba/player/_/id/3133628/myles-turner,Indiana Pacers,Center,"6' 11"", 250 lbs",3/24/1996 (27),Texas,"2015: Rd 1, Pk 11 (IND)",Active,7th Season,"Bedford, TX"
https://www.espn.com/nba/player/_/id/3136193/devin-booker,Phoenix Suns,Shooting Guard,"6' 5"", 206 lbs",10/30/1996 (26),Kentucky,"2015: Rd 1, Pk 13 (PHX)",Active,7th Season,"Grand Rapids, MI"
https://www.espn.com/nba/player/_/id/3136195/karl-anthony-towns,Minnesota Timberwolves,Center,"7' 0"", 248 lbs",11/15/1995 (27),Kentucky,"2015: Rd 1, Pk 1 (MIN)",Active,7th Season,"Edison, NJ"
https://www.espn.com/nba/player/_/id/3102531/kristaps-porzingis,Boston Celtics,Center,"7' 3"", 240 lbs",8/2/1995 (27),,"2015: Rd 1, Pk 4 (NY)",Active,6th Season,"Liepaja, Latvia"
https://www.espn.com/nba/player/_/id/3995/jrue-holiday,Milwaukee Bucks,Point Guard,"6' 4"", 205 lbs",6/12/1990 (33),UCLA,"2009: Rd 1, Pk 17 (PHI)",Active,13th Season,"Chatsworth, CA"
https://www.espn.com/nba/player/_/id/3059318/joel-embiid,Philadelphia 76ers,Center,"7' 0"", 280 lbs",3/16/1994 (29),Kansas,"2014: Rd 1, Pk 3 (PHI)",Active,6th Season,"Yaounde, Cameroon"
https://www.espn.com/nba/player/_/id/3059319/andrew-wiggins,Golden State Warriors,Small Forward,"6' 7"", 197 lbs",2/23/1995 (28),Kansas,"2014: Rd 1, Pk 1 (CLE)",Active,8th Season,"Thornhill, ON"
https://www.espn.com/nba/player/_/id/2490149/cj-mccollum,New Orleans Pelicans,Shooting Guard,"6' 3"", 190 lbs",9/19/1991 (31),Lehigh,"2013: Rd 1, Pk 10 (POR)",Game Time Decision,9th Season,"Canton, OH"
https://www.espn.com/nba/player/_/id/3112335/nikola-jokic,Denver Nuggets,Center,"6' 11"", 284 lbs",2/19/1995 (28),,"2014: Rd 2, Pk 41 (DEN)",Active,7th Season,"Sombor, Serbia"
https://www.espn.com/nba/player/_/id/3992/james-harden,Philadelphia 76ers,Shooting Guard,"6' 5"", 220 lbs",8/26/1989 (33),Arizona St,"2009: Rd 1, Pk 3 (OKC)",Active,13th Season,"Los Angeles, CA"
https://www.espn.com/nba/player/_/id/3913176/brandon-ingram,New Orleans Pelicans,Small Forward,"6' 8"", 190 lbs",9/2/1997 (25),Duke,"2016: Rd 1, Pk 2 (LAL)",Active,6th Season,"Kinston, NC"
https://www.espn.com/nba/player/_/id/3936299/jamal-murray,Denver Nuggets,Point Guard,"6' 4"", 215 lbs",2/23/1997 (26),Kentucky,"2016: Rd 1, Pk 7 (DEN)",Active,5th Season,"Kitchener, ON"
https://www.espn.com/nba/player/_/id/3136776/d'angelo-russell,Los Angeles Lakers,Point Guard,"6' 4"", 193 lbs",2/23/1996 (27),Ohio State,"2015: Rd 1, Pk 2 (LAL)",Active,7th Season,"Louisville, KY"
https://www.espn.com/nba/player/_/id/4278073/shai-gilgeous-alexander,Oklahoma City Thunder,Point Guard,"6' 6"", 195 lbs",7/12/1998 (24),Kentucky,"2018: Rd 1, Pk 11 (CHA)",Active,4th Season,"Toronto, ON"
https://www.espn.com/nba/player/_/id/4278129/deandre-ayton,Phoenix Suns,Center,"7' 0"", 250 lbs",7/23/1998 (24),Arizona,"2018: Rd 1, Pk 1 (PHX)",Game Time Decision,4th Season,"Nassau, Bahamas"
https://www.espn.com/nba/player/_/id/4278104/michael-porter-jr.,Denver Nuggets,Small Forward,"6' 10"", 218 lbs",6/29/1998 (25),Missouri,"2018: Rd 1, Pk 14 (DEN)",Active,3rd Season,"Columbia, MO"
https://www.espn.com/nba/player/_/id/3908809/donovan-mitchell,Cleveland Cavaliers,Shooting Guard,"6' 1"", 215 lbs",9/7/1996 (26),Louisville,"2017: Rd 1, Pk 13 (DEN)",Active,5th Season,"Greenwich, CT"
https://www.espn.com/nba/player/_/id/4066261/bam-adebayo,Miami Heat,Center,"6' 9"", 255 lbs",7/18/1997 (25),Kentucky,"2017: Rd 1, Pk 14 (MIA)",Active,5th Season,"Newark, NJ"
https://www.espn.com/nba/player/_/id/4249/gordon-hayward,Charlotte Hornets,Small Forward,"6' 7"", 225 lbs",3/23/1990 (33),Butler,"2010: Rd 1, Pk 9 (UTAH)",Active,12th Season,"Brownsburg, IN"
https://www.espn.com/nba/player/_/id/4277961/jaren-jackson-jr.,Memphis Grizzlies,Power Forward,"6' 11"", 242 lbs",9/15/1999 (23),Michigan St,"2018: Rd 1, Pk 4 (MEM)",Active,4th Season,"Plainfield, NJ"
https://www.espn.com/nba/player/_/id/3917376/jaylen-brown,Boston Celtics,Shooting Guard,"6' 6"", 223 lbs",10/24/1996 (26),California,"2016: Rd 1, Pk 3 (BOS)",Active,6th Season,"Marietta, GA"
https://www.espn.com/nba/player/_/id/2779/chris-paul,Washington Wizards,Point Guard,"6' 0"", 175 lbs",5/6/1985 (38),Wake Forest,"2005: Rd 1, Pk 4 (NO)",Game Time Decision,17th Season,"Winston-Salem, NC"
https://www.espn.com/nba/player/_/id/3012/kyle-lowry,Miami Heat,Point Guard,"6' 0"", 196 lbs",3/25/1986 (37),Villanova,"2006: Rd 1, Pk 24 (MEM)",Active,16th Season,"Philadelphia, PA"
https://www.espn.com/nba/player/_/id/4066259/de'aaron-fox,Sacramento Kings,Point Guard,"6' 3"", 185 lbs",12/20/1997 (25),Kentucky,"2017: Rd 1, Pk 5 (SAC)",Active,5th Season,"Houston, TX"
https://www.espn.com/nba/player/_/id/4065648/jayson-tatum,Boston Celtics,Small Forward,"6' 8"", 210 lbs",3/3/1998 (25),Duke,"2017: Rd 1, Pk 3 (BOS)",Active,5th Season,"Saint Louis, MO"
https://www.espn.com/nba/player/_/id/3934672/jalen-brunson,New York Knicks,Point Guard,"6' 1"", 190 lbs",8/31/1996 (26),Villanova,"2018: Rd 2, Pk 33 (DAL)",Active,4th Season,"New Brunswick, NJ"
https://www.espn.com/nba/player/_/id/3978/demar-derozan,Chicago Bulls,Small Forward,"6' 6"", 220 lbs",8/7/1989 (33),USC,"2009: Rd 1, Pk 9 (TOR)",Active,13th Season,"Compton, CA"
https://www.espn.com/nba/player/_/id/3213/al-horford,Boston Celtics,Center,"6' 9"", 240 lbs",6/3/1986 (37),Florida,"2007: Rd 1, Pk 3 (ATL)",Active,15th Season,"Puerto Plata, Dominican Republic"
https://www.espn.com/nba/player/_/id/6589/draymond-green,Golden State Warriors,Power Forward,"6' 6"", 230 lbs",3/4/1990 (33),Michigan St,"2012: Rd 2, Pk 35 (GS)",Active,10th Season,"Saginaw, MI"
https://www.espn.com/nba/player/_/id/3064514/julius-randle,New York Knicks,Power Forward,"6' 8"", 250 lbs",11/29/1994 (28),Kentucky,"2014: Rd 1, Pk 7 (LAL)",Game Time Decision,8th Season,"Dallas, TX"
https://www.espn.com/nba/player/_/id/3908845/john-collins,Atlanta Hawks,Power Forward,"6' 9"", 226 lbs",9/23/1997 (25),Wake Forest,"2017: Rd 1, Pk 19 (ATL)",Active,5th Season,"West Palm Beach, FL"
https://www.espn.com/nba/player/_/id/2990984/buddy-hield,Indiana Pacers,Shooting Guard,"6' 4"", 220 lbs",12/17/1992 (30),Oklahoma,"2016: Rd 1, Pk 6 (NO)",Active,6th Season,"Freeport, GB"
https://www.espn.com/nba/player/_/id/3195/mike-conley,Minnesota Timberwolves,Point Guard,"6' 1"", 175 lbs",10/11/1987 (35),Ohio State,"2007: Rd 1, Pk 4 (MEM)",Active,15th Season,"Indianapolis, IN"
https://www.espn.com/nba/player/_/id/2566769/malcolm-brogdon,Boston Celtics,Point Guard,"6' 4"", 229 lbs",12/11/1992 (30),Virginia,"2016: Rd 2, Pk 36 (MIL)",Game Time Decision,6th Season,"Atlanta, GA"
https://www.espn.com/nba/player/_/id/4351851/anfernee-simons,Portland Trail Blazers,Shooting Guard,"6' 3"", 181 lbs",6/8/1999 (24),,"2018: Rd 1, Pk 24 (POR)",Active,3rd Season,"Altamonte Springs, FL"
https://www.espn.com/nba/player/_/id/6478/nikola-vucevic,Chicago Bulls,Center,"6' 10"", 260 lbs",10/24/1990 (32),USC,"2011: Rd 1, Pk 16 (PHI)",Active,11th Season,"Simi Valley, CA"
https://www.espn.com/nba/player/_/id/3074752/terry-rozier,Charlotte Hornets,Shooting Guard,"6' 1"", 190 lbs",3/17/1994 (29),Louisville,"2015: Rd 1, Pk 16 (BOS)",Game Time Decision,7th Season,"Youngstown, OH"
https://www.espn.com/nba/player/_/id/2991230/fred-vanvleet,Houston Rockets,Shooting Guard,"6' 0"", 197 lbs",2/25/1994 (29),Wichita St,,Active,6th Season,"Rockford, IL"
https://www.espn.com/nba/player/_/id/2991070/jerami-grant,Portland Trail Blazers,Small Forward,"6' 8"", 210 lbs",3/12/1994 (29),Syracuse,"2014: Rd 2, Pk 39 (PHI)",Active,7th Season,"Portland, OR"
https://www.espn.com/nba/player/_/id/3147657/mikal-bridges,Brooklyn Nets,Small Forward,"6' 6"", 209 lbs",8/30/1996 (26),Villanova,"2018: Rd 1, Pk 10 (PHI)",Active,4th Season,"Malvern, PA"
https://www.espn.com/nba/player/_/id/4066328/jarrett-allen,Cleveland Cavaliers,Center,"6' 9"", 243 lbs",4/21/1998 (25),Texas,"2017: Rd 1, Pk 22 (BKN)",Active,5th Season,"Round Rock, TX"
https://www.espn.com/nba/player/_/id/3064290/aaron-gordon,Denver Nuggets,Power Forward,"6' 8"", 235 lbs",9/16/1995 (27),Arizona,"2014: Rd 1, Pk 4 (ORL)",Active,8th Season,"San Jose, CA"
https://www.espn.com/nba/player/_/id/2528210/tim-hardaway-jr.,Dallas Mavericks,Small Forward,"6' 5"", 205 lbs",3/16/1992 (31),Michigan,"2013: Rd 1, Pk 24 (NY)",Active,9th Season,"Alameda, CA"
https://www.espn.com/nba/player/_/id/3593/bojan-bogdanovic,Detroit Pistons,Small Forward,"6' 7"", 226 lbs",4/18/1989 (34),,"2011: Rd 2, Pk 31 (MIA)",Active,8th Season,Yugoslavia
https://www.espn.com/nba/player/_/id/4066421/lonzo-ball,Chicago Bulls,Point Guard,"6' 6"", 190 lbs",10/27/1997 (25),UCLA,"2017: Rd 1, Pk 2 (LAL)",Out,5th Season,"Chino Hills, CA"
https://www.espn.com/nba/player/_/id/2580782/spencer-dinwiddie,Brooklyn Nets,Point Guard,"6' 6"", 215 lbs",4/6/1993 (30),Colorado,"2014: Rd 2, Pk 38 (DET)",Active,8th Season,"Woodland Hills, CA"
https://www.espn.com/nba/player/_/id/4238/eric-bledsoe,,Shooting Guard,,12/9/1989,Kentucky,"2010: Rd 1, Pk 18 (OKC)",,,"Birmingham, AL"
https://www.espn.com/nba/player/_/id/2991043/caris-levert,Cleveland Cavaliers,Shooting Guard,"6' 6"", 205 lbs",8/25/1994 (28),Michigan,"2016: Rd 1, Pk 20 (IND)",Active,6th Season,"Pickerington, OH"
https://www.espn.com/nba/player/_/id/3102529/clint-capela,Atlanta Hawks,Center,"6' 10"", 256 lbs",5/18/1994 (29),,"2014: Rd 1, Pk 25 (HOU)",Active,8th Season,"Geneva, Switzerland"
https://www.espn.com/nba/player/_/id/2528794/joe-harris,Brooklyn Nets,Small Forward,"6' 6"", 220 lbs",9/6/1991 (31),Virginia,"2014: Rd 2, Pk 33 (CLE)",Active,8th Season,"Chelan, WA"
https://www.espn.com/nba/player/_/id/3155942/domantas-sabonis,Sacramento Kings,Power Forward,"7' 0"", 240 lbs",5/3/1996 (27),Gonzaga,"2016: Rd 1, Pk 11 (ORL)",Game Time Decision,6th Season,"Kaunas, Lithuania"
https://www.espn.com/nba/player/_/id/6578/harrison-barnes,Sacramento Kings,Small Forward,"6' 8"", 225 lbs",5/30/1992 (31),North Carolina,"2012: Rd 1, Pk 7 (GS)",Active,10th Season,"Ames, IA"
https://www.espn.com/nba/player/_/id/6588/evan-fournier,New York Knicks,Shooting Guard,"6' 6"", 205 lbs",10/29/1992 (30),,"2012: Rd 1, Pk 20 (DEN)",Active,10th Season,France
https://www.espn.com/nba/player/_/id/3037789/bogdan-bogdanovic,Atlanta Hawks,Shooting Guard,"6' 5"", 225 lbs",8/18/1992 (30),,"2014: Rd 1, Pk 27 (PHX)",Active,5th Season,"Belgrade, Serbia"
https://www.espn.com/nba/player/_/id/2991235/steven-adams,Memphis Grizzlies,Center,"6' 11"", 265 lbs",7/20/1993 (29),Pitt,"2013: Rd 1, Pk 12 (OKC)",Game Time Decision,9th Season,"Rotorua, New Zealand"
https://www.espn.com/nba/player/_/id/4277843/gary-trent-jr.,Toronto Raptors,Shooting Guard,"6' 5"", 209 lbs",1/18/1999 (24),Duke,"2018: Rd 2, Pk 37 (SAC)",Active,4th Season,"Columbus, OH"
https://www.espn.com/nba/player/_/id/4065654/jonathan-isaac,Orlando Magic,Power Forward,"6' 10"", 230 lbs",10/3/1997 (25),Florida St,"2017: Rd 1, Pk 6 (ORL)",Game Time Decision,3rd Season,"Naples, FL"
https://www.espn.com/nba/player/_/id/3934719/o.g.-anunoby,Toronto Raptors,Small Forward,"6' 7"", 232 lbs",7/17/1997 (25),Indiana,"2017: Rd 1, Pk 23 (TOR)",Active,5th Season,"Jefferson City, MO"
https://www.espn.com/nba/player/_/id/2990992/marcus-smart,Memphis Grizzlies,Point Guard,"6' 4"", 220 lbs",3/6/1994 (29),Oklahoma St,"2014: Rd 1, Pk 6 (BOS)",Active,8th Season,"Flower Mound, TX"
https://www.espn.com/nba/player/_/id/4351852/mitchell-robinson,New York Knicks,Center,"7' 0"", 240 lbs",4/1/1998 (25),,"2018: Rd 2, Pk 36 (NY)",Active,4th Season,"Pensacola, FL"
https://www.espn.com/nba/player/_/id/3157465/duncan-robinson,Miami Heat,Forward,"6' 7"", 215 lbs",4/22/1994 (29),Michigan,,Active,4th Season,"York, ME"
https://www.espn.com/nba/player/_/id/3078576/derrick-white,Boston Celtics,Point Guard,"6' 4"", 190 lbs",7/2/1994 (28),Colorado,"2017: Rd 1, Pk 29 (SA)",Active,5th Season,"Parker, CO"
https://www.espn.com/nba/player/_/id/2595516/norman-powell,LA Clippers,Guard,"6' 3"", 215 lbs",5/25/1993 (30),UCLA,"2015: Rd 2, Pk 46 (MIL)",Active,7th Season,"San Diego, CA"
https://www.espn.com/nba/player/_/id/3907497/dejounte-murray,Atlanta Hawks,Shooting Guard,"6' 5"", 180 lbs",9/19/1996 (26),Washington,"2016: Rd 1, Pk 29 (SA)",Active,5th Season,"Seattle, WA"
https://www.espn.com/nba/player/_/id/4277811/collin-sexton,Utah Jazz,Point Guard,"6' 2"", 190 lbs",1/4/1999 (24),Alabama,"2018: Rd 1, Pk 8 (CLE)",Active,4th Season,"Marietta, GA"
https://www.espn.com/nba/player/_/id/4066636/markelle-fultz,Orlando Magic,Point Guard,"6' 4"", 209 lbs",5/29/1998 (25),Washington,"2017: Rd 1, Pk 1 (PHI)",Active,5th Season,"Upper Marlboro, MD"
https://www.espn.com/nba/player/_/id/4066336/lauri-markkanen,Utah Jazz,Power Forward,"7' 0"", 240 lbs",5/22/1997 (26),Arizona,"2017: Rd 1, Pk 7 (MIN)",Active,5th Season,"Jyvaskyla, Finland"
https://www.espn.com/nba/player/_/id/6462/marcus-morris-sr.,LA Clippers,Small Forward,"6' 8"", 218 lbs",9/2/1989 (33),Kansas,"2011: Rd 1, Pk 14 (HOU)",Active,11th Season,"Philadelphia, PA"
https://www.espn.com/nba/player/_/id/6426/davis-bertans,Oklahoma City Thunder,Small Forward,"6' 10"", 225 lbs",11/12/1992 (30),,"2011: Rd 2, Pk 42 (IND)",Active,6th Season,Latvia
https://www.espn.com/nba/player/_/id/3102530/jusuf-nurkic,Portland Trail Blazers,Center,"7' 0"", 290 lbs",8/23/1994 (28),,"2014: Rd 1, Pk 16 (CHI)",Active,7th Season,"Tuzla, Bosnia & Herzegovina"
https://www.espn.com/nba/player/_/id/3907822/malik-beasley,Los Angeles Lakers,Shooting Guard,"6' 4"", 187 lbs",11/26/1996 (26),Florida St,"2016: Rd 1, Pk 19 (DEN)",Active,6th Season,"Atlanta, GA"
https://www.espn.com/nba/player/_/id/4397020/luguentz-dort,Oklahoma City Thunder,Guard,"6' 4"", 220 lbs",4/19/1999 (24),Arizona St,,Active,3rd Season,"Montreal, PQ"
https://www.espn.com/nba/player/_/id/6477/jonas-valanciunas,New Orleans Pelicans,Center,"6' 11"", 265 lbs",5/6/1992 (31),,"2011: Rd 1, Pk 5 (TOR)",Active,10th Season,"Utena, Lithuania"
https://www.espn.com/nba/player/_/id/4066372/kevin-huerter,Sacramento Kings,Shooting Guard,"6' 7"", 198 lbs",8/27/1998 (24),Maryland,"2018: Rd 1, Pk 19 (ATL)",Active,4th Season,"Albany, NY"
https://www.espn.com/nba/player/_/id/3913174/luke-kennard,Memphis Grizzlies,Shooting Guard,"6' 5"", 206 lbs",6/24/1996 (27),Duke,"2017: Rd 1, Pk 12 (DET)",Game Time Decision,5th Season,"Middletown, OH"
https://www.espn.com/nba/player/_/id/3058254/christian-wood,Dallas Mavericks,Forward,"6' 9"", 214 lbs",9/27/1995 (27),UNLV,,Active,6th Season,"Palmdale, CA"
https://www.espn.com/nba/player/_/id/4277847/wendell-carter-jr.,Orlando Magic,Center,"6' 10"", 270 lbs",4/16/1999 (24),Duke,"2018: Rd 1, Pk 7 (CHI)",Active,4th Season,"Atlanta, GA"
https://www.espn.com/nba/player/_/id/2581018/kentavious-caldwell-pope,Denver Nuggets,Shooting Guard,"6' 5"", 204 lbs",2/18/1993 (30),Georgia,"2013: Rd 1, Pk 8 (DET)",Active,9th Season,"Thomaston, GA"
https://www.espn.com/nba/player/_/id/3448/brook-lopez,Milwaukee Bucks,Center,"7' 0"", 282 lbs",4/1/1988 (35),Stanford,"2008: Rd 1, Pk 10 (NJ)",Active,14th Season,"North Hollywood, CA"
https://www.espn.com/nba/player/_/id/2528588/doug-mcdermott,San Antonio Spurs,Small Forward,"6' 6"", 225 lbs",1/3/1992 (31),Creighton,"2014: Rd 1, Pk 11 (DEN)",Active,8th Season,"Grand Forks, ND"
https://www.espn.com/nba/player/_/id/4395628/zion-williamson,New Orleans Pelicans,Power Forward,"6' 6"", 284 lbs",7/6/2000 (22),Duke,"2019: Rd 1, Pk 1 (NO)",Game Time Decision,2nd Season,"Salisbury, NC"
https://www.espn.com/nba/player/_/id/2528426/jordan-clarkson,Utah Jazz,Point Guard,"6' 5"", 194 lbs",6/7/1992 (31),Missouri,"2014: Rd 2, Pk 46 (WSH)",Active,8th Season,"San Antonio, TX"
https://www.espn.com/nba/player/_/id/3134907/kyle-kuzma,Washington Wizards,Small Forward,"6' 9"", 221 lbs",7/24/1995 (27),Utah,"2017: Rd 1, Pk 27 (BKN)",Active,5th Season,"Flint, MI"
https://www.espn.com/nba/player/_/id/2999547/gary-harris,Orlando Magic,Shooting Guard,"6' 4"", 210 lbs",9/14/1994 (28),Michigan St,"2014: Rd 1, Pk 19 (CHI)",Active,8th Season,"Fishers, IN"
https://www.espn.com/nba/player/_/id/3062679/josh-hart,New York Knicks,Shooting Guard,"6' 4"", 215 lbs",3/6/1995 (28),Villanova,"2017: Rd 1, Pk 30 (UTAH)",Active,5th Season,"Silver Spring, MD"
https://www.espn.com/nba/player/_/id/2578185/dorian-finney-smith,Brooklyn Nets,Power Forward,"6' 7"", 220 lbs",5/4/1993 (30),Florida,,Game Time Decision,6th Season,"Portsmouth, VA"
https://www.espn.com/nba/player/_/id/3948153/chris-boucher,Toronto Raptors,Power Forward,"6' 9"", 200 lbs",1/11/1993 (30),Oregon,,Active,5th Season,"Montreal, PQ"
https://www.espn.com/nba/player/_/id/3133603/kelly-oubre-jr.,Charlotte Hornets,Shooting Guard,"6' 6"", 203 lbs",12/9/1995 (27),Kansas,"2015: Rd 1, Pk 15 (ATL)",Game Time Decision,7th Season,"Henderson, NV"
https://www.espn.com/nba/player/_/id/4277848/marvin-bagley-iii,Detroit Pistons,Power Forward,"6' 10"", 235 lbs",3/14/1999 (24),Duke,"2018: Rd 1, Pk 2 (SAC)",Active,4th Season,"Phoenix, AZ"
https://www.espn.com/nba/player/_/id/2490620/robert-covington,LA Clippers,Power Forward,"6' 7"", 209 lbs",12/14/1990 (32),Tennessee St,,Active,9th Season,"Bellwood, IL"
https://www.espn.com/nba/player/_/id/2489663/kelly-olynyk,Utah Jazz,Power Forward,"6' 11"", 240 lbs",4/19/1991 (32),Gonzaga,"2013: Rd 1, Pk 13 (DAL)",Active,9th Season,"Toronto, ON"
https://www.espn.com/nba/player/_/id/2581190/josh-richardson,Miami Heat,Shooting Guard,"6' 6"", 200 lbs",9/15/1993 (29),Tennessee,"2015: Rd 2, Pk 40 (MIA)",Active,7th Season,"Edmond, OK"
